CustomerID,Items
392706,['85099BJ']
207288,['15036Z']
307287,['22740K']
217278,"['84879M', '84077K']"
272727,['22197J']
241857,['21915K']
41859,['22151L']
58140,['21175V']
458136,"['23084M', '84992D']"
130869,"['22197J', '17003M', '20724F', '22355U', '21918L', '85099BJ', '22998M', '22470E', '22469S', '22178V', '20719E', '23206T', '20725N', '23204B', '23209X', '21733F', '20712E', '84755J', '23199M', '22629C', '21916D', '22659F', '23205F', '23203B', '79323BM', '71459J', '85099CQ', '21931F', '21731V', '23230A', '20723U', '22384W', '22356T', '22030B', '22086O', '22969Z', '22411U', '21928E', '21891R', '20728Z', '62018W', '23309L', '22383K', '22988D', '84929V', '21929W', '23121M', '22951B', '20726C', '23310X', '22386V', '21080R', '21166I', '22029R', '22741O', '23293D', '22328M', '22326L', '22243L', '22554P', '23200Y', '22273M', '22993E', '21498M', '21790Y', '82583N', '23119M', '23171H', '23231J', '21703M', '23202Z', '23294M', '84945I', '21975B', '84947R', '22489J', '47566Y', '22294U', '79321V', '21121C', '85099FC', '22630B', '75049LA', '22556N', '21135E', '22147L', '22728B', '22077P', '35095BN', '35095AT', '22467G', '21976M', '22382I', '22417M', '22952P', '21232B', '22966E', '23296Z', '23295P', '21499T', '21069U', '40016U', '21086B', '23307D', '21124F', '35961N', '21181K', '23281Z', '23344R', '21385E', '21500P', '23170S', '21509I', '23245W', '22440M', '22491V', '22557Z', '22558H', '22560W', '22577B', '22609U', '22610S', '22616B', '22652D', '22661W', '90057R', '22726C', '22027K', '22908G', '21982Y', '21981M', '21930O', '22963K', '23076Z', '23078Y', '21871Y', '21700U', '23201S', '23207R', '21673M', '21672A', '21669G', '23240L', '71477B', '22418R', '84978X', '16237N', '82600H', '84946F', '84029EX', '79190BW', '84970SL', '20973S', '84992D', '20718A', '20727V', '84692Z', '82580N', '22960K', '21390P', '21210C', '22570W', '23326S', '21212D', '22697A', '22699D', '21395V', '21213V', '21394I', '84949O', '21218O', '22704P', '22996P', '21238G', '84997DC', '23355Z', '22149E', '23084M', '21326V', '21670S', '22959R', '22333G', '22961C', '21240N', '85175B', '22302N', '22303W', '21507E', '21668N', '84508AE', '23232F', '23208E', '22620B', '22621P', '84596GP', '21704M', '20971S', '22631M', '21559P', '22419N', '22651T', '22662G', '23144I', '15056BLH', '20972O', '23285I', '23286O', '23288S', '23290W', '23122S', '21497K', '20974J', '20975Y', '23297N', '23298Q', '22578A', '16161PA', '22301J', '22352Z', '84970LF', '22114V', '72232C', '20676O', '22804V', '22834J', '22791E', '22910D', '21154F', '79191CA', '22084R', '37370Z', '85230GS', '79000Z', '22720A', '21094A', '21122K', '22112V', '21980L', '22727B', '22090X', '22712N', '22045U', '21967J', '20711L', '21068Y', '22771L', '22772B', '21174F', '22385P', '21936G', '22907C']"
9090,"['22740K', '21135E', '84077K', '21915K', '22998M', '82583N', '22266W', '22492E', '22920I', '21977R', '22952P', '84755J', '71459J', '22086O', '21166I', '82580N', '21985C', '21874B', '22355U', '22741O', '23310X', '22610S', '21982Y', '22578A', '22111I', '21873C', '23230A', '22910D', '22151L', '21497K', '85078B', '23293D', '23232F', '21877C', '22178V', '22985B', '82600H', '20724F', '22950F', '85204U', '22659F', '22710N', '21498M', '84978X', '20719E', '21889K', '22560W', '21108Z', '16156SH', '85106U', '21984W', '47566BG', '22489J', '23076Z', '22045U', '21326V', '85123AY', '20712E', '22909Z', '22558H', '22637S', '21980L', '23297N', '22161W', '22951B', '22491V', '21876I', '21485W', '23077P', '16219C', '22577B', '35923D', '22130P', '23171H', '22384W', '22609U', '84970SL', '20725N', '21891R', '84836J', '21931F', '23307D', '22507V', '21914B', '22508O', '22766P', '22713C', '23212C', '21791H', '23210F', '22411U', '16161UB', '23209X', '23204B', '21069U', '23203B', '22197J', '22699D', '23294M', '22629C', '22993E', '20728Z', '84508AE', '21080R', '22983O', '23078Y', '23108J', '21499T', '47566Y', '21506J', '21670S', '21672A', '84946F', '22996P', '21731V', '22029R', '22065D', '22383K', '22630B', '79321V', '22356T', '22467G', '48187N', '23344R', '21673M', '22348L', '22652D', '23206T', '21232B', '20723U', '21500P', '20676O', '21621T', '21669G', '21668N', '23199M', '84692Z', '21790Y', '23233W', '23295P', '22771L', '23298Q', '85099CQ', '22326L', '23201S', '23205F', '20668K', '23296Z', '20685H', '23245W', '21098K', '23231J', '21981M', '23170S', '21810L', '21908X', '21875C', '21871Y', '22711H', '84879M', '85049AF', '22554P', '21174F', '22555O', '22961C', '22959R', '22501Q', '22551F', '22417M', '23263V', '22988D', '22382I', '23035A', '23144I', '22834J', '22662G', '79000Z', '20726C', '22047L', '84947R', '84991R', '21495P', '21181K', '22090X', '82582N', '22112V', '22267I', '20727V', '85099BJ', '22287S', '16237N', '75049LA', '16161PA', '22268P', '22286L', '16218Y', '22027K', '23200Y', '23309L', '85194SR', '21983K', '22698C', '22704P', '23318Z', '22791E', '23581R', '23571G', '22804V', '21620I', '22615Z', '21523L', '85150Z', '21314Q', '23208E', '21165F', '23202Z', '21154F', '21136P', '21124F', '23378J', '84949O', '22418R', '22243L', '22556N', '22413V', '22087E', '22539E', '22530D', '22386V', '22219N', '22138G', '22585G', '23192L', '23240L', '22908G', '22557Z', '21650J', '22943F', '21094A', '22960K', '22084R', '22970T', '48173CT', '21238G', '22986P', '20677D', '17096D', '20979K', '20718A', '22114V', '22867O', '22419N', '48194E', '23113X', '23121M', '23434Y', '23493H', '23380Y', '21122K', '21201F', '21671K', '20992N', '22661W', '22579W', '35970L', '23308G', '84212C', '22708V', '21928E', '21845L', '22818I', '23301G', '23300F', '37370Z', '22672E', '84945I', '22772B', '21976M', '22816Q', '84029EX', '23570W', '22077P', '22333G', '22071O', '22792D', '23366F', '23313G', '22774I', '22675S', '23225T', '22423U', '15036Z', '23321O', '16169EL', '22294U', '15056BLH', '15056ND', '23236J', '16033Z', '23340L', '23241W', '17038G', '22269G', '20996R', '23306Z', '22614B', '21035O', '21086B', '22343N', '22070Y', '22048X', '21704M', '21811V', '22720A', '21830E', '21844I', '22706R', '21929W', '22697A', '22674G', '21930O', '22030B', '22028K', '22907C', '22083G', '21509I', '21137F', '22094G', '23187K', '23172Q', '21121C', '23168M', '23157X', '22534C', '21507E', '21169G', '22616B', '22994B', '21210C', '21231K', '22962X', '22342F', '10002F', '84970LF', '23435M', '72741B', '72351BE', '23381G', '84375E', '51014AW', '48188P', '84535AT', '84596BQ', '84596GP', '23367M', '84988Y', '23355Z', '23354R', '85014BD', '82482D', '85178F', '22893O', '22971A', '22561Z', '22989L', '48138T', '22544C', '23508J', '23032G', '51014CF', '23503O', '22460J', '22865Y', '72351AA', '23083I', '23115D', '22398K', '22385P', '22345K', '22344M', '22338I', '22230W', '22567D', '47503AN', '22601T', '37340T', '22856A', '22831H', '22813K', '22900U', '23550P', '22915G', '22812G', '23543B', '23582G', '35471DY', '22726C', '23531S', '22228Q', '23530G', '22712N', '35912BK', '22707D', '35961N', '22969Z', '23334M', '22139Q', '22158K', '21240N', '84997DC', '85014AL', '21559P', '21481J', '21439F', '21394I', '21382O', '21244H', '21243M', '21242V', '21218O', '22155O', '21206X', '21200G', '21172S', '85049GC', '20983Y', '20975Y', '20972O', '20914Q', '20674R', '85199SA', '84997CQ', '84997BG', '84929V', '21746N', '82494LP', '22147L', '23154P', '82552M', '22129R', '82581P', '22096G', '22088I', '84050K', '22046Q', '22041A', '22035X', '22024W', '21986A', '84536AK', '84596FA', '21935J', '21933N', '21932M', '21918L', '21878P', '23119M', '22346F', '23351C', '23368D', '23439A', '23374A', '23207R', '23353X', '23211J', '23322J', '23174D', '23175H', '23182N', '23327C', '23431D', '23287L', '23284M', '23319Q', '23349J', '23433G', '21592F', '22336O', '21786G', '22339G', '21591D', '23583L', '21578P', '22817Z', '22352Z', '23352S', '21558V', '22773H', '22378H', '21078I', '23376B', '23377A', '22402W', '22815Y', '23188L', '22906G', '22297H', '22222C', '22211Y', '22898W', '22208X', '23163U', '22892Z', '22233K', '22866X', '22241L', '21754X', '22855Q', '23546H', '20974J', '22196G', '22749K', '23365N', '79030GK', '23299D', '22295V', '22819Q', '21936G', '21508L', '22645V', '22559A', '22671U', '22668V', '22666I', '21208V', '22663L', '22570W', '22573R', '40001M', '21216B', '21294T', '22734C', '40003X', '22633V', '22632O', '22631M', '44234S', '44235J', '21239K', '22621P', '22620B', '22597M', '23213E', '48184N', '21175V', '22549T', '22938X', '21479J', '22464B', '22465K', '23350Q', '22725X', '21430A', '21429E', '85061WF', '22715M', '22714G', '21155Z', '51014LS', '35953W', '21391B', '21390P', '21164D', '37327B', '85049EP', '21385E', '22693N', '85152E', '84987W', '22600F', '23004D', '23275I', '23028D', '23089K', '21888F', '23122S', '20675E', '22128V', '16011L', '23120O', '22113T', '22980U', '22043M', '82578R', '21917S', '23100G', '84029GV', '23002D', '23101Y', '21868Y', '21907O', '23000P', '16045M', '23103F', '22037V', '23510V', '22999A', '21881M', '22995T', '16054A', '21884K', '23133S', '21819N', '82551H', '23165S', '21934D', '10133M', '21803X', '22945X', '23504V', '21955E', '23445C', '23506M', '22156L', '23155O', '22154A', '21818Q', '20713F', '22957K', '22997O', '85177U', '23290W', '84536BE', '22075W']"
480915,['22197J']
180918,"['84077K', '23510V', '23507E', '22952P', '85175B', '21977R', '22130P', '22386V', '85099BJ', '22909Z', '23203B', '20724F', '23209X', '20712E', '23199M', '22355U', '23077P', '16045M', '22630B', '23344R', '84978X', '85099CQ', '22910D', '23113X', '84992D', '20719E', '22411U', '22616B', '84755J', '21928E', '22539E', '23201S', '23570W', '23581R', '22086O', '22102P', '23204B', '23508J', '23206T', '23202Z', '21871Y', '23571G', '23200Y', '22950F', '21931F', '23378J', '22693N', '22629C', '20725N', '22610S', '23293D', '79321V', '21975B', '84946F', '21914B', '21790Y', '22197J', '71459J', '22544C', '21137F', '23326S', '23117T', '84988Y', '22103E', '22178V', '62018W', '22578A', '21731V', '22158K', '23321O', '23506M', '22577B', '22384W', '22959R', '23207R', '84929V', '20723U', '21069U', '22993E', '21929W', '22294U', '71477B', '23346H', '21080R', '21915K', '20711L', '22356T', '23295P', '21498M', '23582G', '22328M', '22383K', '84991R', '23205F', '22631M', '21135E', '23307D', '20728Z', '84945I', '22741O', '23076Z', '23371H', '20726C', '22961C', '23240L', '22467G', '23208E', '85152E', '21232B', '23365N', '22609U', '23367M', '21213V', '20973S', '23300F', '90057R', '23157X', '22969Z', '82583N', '23536M', '21889K', '23340L', '23245W', '21591D', '22659F', '23370K', '22966E', '21810L', '22382I', '18007N', '23353X', '21672A', '22662G', '22557Z', '20979K', '23493H', '23296Z', '22301J', '22940N', '23309L', '22303W', '22326L', '23376B', '22867O', '23301G', '23122S', '22546L', '22302N', '22556N', '48187N', '23294M', '23505E', '23550P', '22699D', '21181K', '23380Y', '23318Z', '23512S', '23121M', '84970SL', '23526G', '23308G', '23372N', '84692Z', '23534D', '23535V', '22300C', '21068Y', '23167J', '22951B', '84029EX', '21326V', '23298Q', '23504V', '23545U', '21932M', '23328X', '21930O', '23513C', '23360X', '20971S', '82580N', '22457C', '20727V', '22558H', '23154P', '23234A', '51014CF', '22460J', '21986A', '22988D', '22530D', '51014AW', '22992G', '22304I', '22907C', '47566Y', '22970T', '23313G', '22114V', '22551F', '22141S', '22142B', '22144E', '75049LA', '22101I', '23354R', '23297N', '82582N', '82600H', '22352Z', '22469S', '48138T', '22385P', '23345S', '23310X', '22554P', '23287L', '21933N', '22726C', '21669G', '23515Q', '21523L', '84970LF', '21500P', '21499T', '21479J', '23503O', '23078Y', '22697A', '22698C', '21166I', '22727B', '21673M', '21070F', '21066X', '23188L', '22734C', '20978G', '23436I', '85172L', '22739W', '20685H', '22771L', '22772B', '15056ND', '21670S', '23369X', '21811V', '21881M', '84596GP', '21791H', '22943F', '22728B', '21094A', '21882L', '35961N', '21122K', '21136P', '21154F', '21787C', '85106U', '48194E', '22029R', '22077P', '23480U', '22971A', '22945X', '21231K', '22041A', '23439A', '23541C', '21918L', '23247Z', '23165S', '22900U', '22775S', '16235A', '16237N', '23551L', '20676O', '22749K', '23389U', '22621P', '23144I', '22738Y', '85178F', '22338I', '23319Q', '23388F', '35970L', '23497Q', '22725X', '21650J', '21671K', '22998M', '21559P', '22865Y', '23518Z', '21668N', '23583L', '23236J', '22579W', '21818Q', '22094G', '23284M', '22585G', '84836J', '23281Z', '84832I', '22087E', '21509I', '21385E', '21439F', '23529E', '22866X', '23056D', '21495P', '21830E', '21394I', '23241W', '22596T', '23498F', '23390M', '23552T', '22477A', '22898W', '22690X', '22548G', '22478H', '23392B', '23519B', '22663L', '22661W', '23525T', '22597M', '22813K', '23366F', '23355Z', '22812G', '22834J', '22906G', '22798I', '22908G', '37340T', '35953W', '23374A', '23509S', '22535E', '23347G', '22532Z', '22720A', '22553Q', '23473C', '23527Z', '23351C', '22573R', '23516Z', '22613A', '22614B', '22615Z', '23381G', '23445C', '23502Q', '22646J', '23437J', '22711H', '22708V', '22817Z', '22619G', '22736S', '23368D', '22398K', '22915G', '21819N', '23083I', '21403N', '21429E', '21481J', '23055P', '21508L', '21519A', '21592F', '21644N', '21746N', '23230A', '23231J', '22999A', '23237P', '22997O', '23100G', '21872C', '21875C', '22423U', '21879Z', '21880B', '21896V', '84596FA', '22995T', '84596BQ', '84536AK', '21934D', '21935J', '21937S', '21955E', '23211J', '85035CL', '21980L', '20996R', '10133M', '15056BLH', '16011L', '23168M', '16219C', '16259V', '17084RT', '23172Q', '85199SA', '23177K', '20866N', '23182N', '23123F', '20992N', '85150Z', '21292J', '21035O', '21086B', '23119M', '21121C', '23192L', '23193C', '23103F', '23101Y', '21174F', '21210C', '21218O', '85049AF', '21240N', '21287D', '21976M', '23242A', '21981M', '22227K', '23290W', '22112V', '22113T', '79163I', '22128V', '22129R', '79030GK', '22150K', '22154A', '22174M', '22196G', '72741B', '22219N', '23312N', '23289K', '22297H', '48188P', '48185J', '48173CT', '22348L', '22367K', '22924Q', '47503AN', '22923F', '22922K', '22417M', '22418R', '22421F', '22105F', '22131I', '84029GV', '22095Q', '21984W', '21988M', '22027K', '22980U', '22047L', '22967M', '22962X', '22071O', '22082A', '22083G', '22084R', '22090X', '22804V', '22096G', '82482D']"
319077,['84212C']
70929,['22189I']
140058,"['22492E', '84077K', '85099BJ', '22386V', '85099FC', '22197J', '22759Z', '22379G', '84946F', '22610S', '22130P', '22865Y', '22866X', '22693N', '85123AY', '23077P', '71477B', '15036Z', '21181K', '22659F', '23203B', '85099CQ', '22385P', '21928E', '23199M', '20971S', '22633V', '23344R', '48116K', '48111G', '22910D', '23570W', '84978X', '22381J', '22741O', '23510V', '22158K', '22609U', '22411U', '23201S', '22952P', '23571G', '22178V', '21889K', '15034D', '22791E', '22578A', '21931F', '84945I', '23581R', '22423U', '84947R', '23507E', '22086O', '22536B', '20712E', '23202Z', '21500P', '20711L', '23582G', '21830E', '20725N', '22867O', '23209X', '17003M', '23200Y', '62018W', '22959R', '22630B', '22149E', '22418R', '72232C', '71459J', '16156SH', '21790Y', '22629C', '23321O', '21929W', '84879M', '22555O', '23170S', '22692J', '23154P', '21914B', '84755J', '22690X', '20713F', '23307D', '22144E', '23301G', '23551L', '21326V', '21506J', '22710N', '22141S', '21137F', '47566Y', '23508J', '22142B', '22608F', '23245W', '23493H', '23293D', '23300F', '23376B', '21499T', '22993E', '22637S', '23378J', '21704M', '21497K', '23367M', '23365N', '21232B', '22632O', '22646J', '23206T', '20724F', '72741B', '23172Q', '22489J', '22998M', '21877C', '84313CE', '82482D', '22558H', '79321V', '20719E', '22355U', '22577B', '23171H', '21069U', '22909Z', '22383K', '16161PA', '20728Z', '22950F', '21080R', '22551F', '22560W', '22544C']"
40059,['84077K']
59940,"['16216D', '22610S', '23293D', '22608F', '23203B', '21731V', '16045M', '23295P', '21135E', '84879M', '22998M', '22609U', '23297N', '22326L', '20712E', '85212R', '23296Z', '22950F', '23294M', '23345S', '23209X', '20719E', '22630B', '23240L', '23346H', '84755J', '23307D', '16218Y', '22489J', '22910D', '21212D', '21121C', '22578A', '82583N', '23201S', '23121M', '82580N', '20984B', '22959R', '20724F', '23230A', '22386V', '22355U', '23084M', '84422X', '71459J', '22411U', '22551F', '22577B', '16052Q', '22178V', '23205F', '23204B', '21931F', '23202Z', '16161PA', '21929W', '21928E', '23200Y', '22952P', '23199M', '85099BJ', '22243L', '22961C', '21634J', '85204U', '23171H', '21650J', '37370Z', '85099CQ', '21884K', '21881M', '21166I', '85106U', '22467G', '79321V', '22491V', '22554P', '22629C', '84950I', '23245W', '84596GP', '22558H', '84970SL', '20728Z', '23310X', '23236J', '22086O', '82600H', '22161W', '20974J', '22544C', '21326V', '23232F', '22741O']"
159939,"['22303W', '22302N', '21070F', '22301J', '22300C', '21068Y', '22304I', '21066X', '21871Y', '16045M', '84879M', '21497K', '21874B', '23268O', '16156SH', '15034D', '21872C', '22030B', '71459J', '23247Z', '20723U', '23232F', '23204B', '22952P', '84988Y', '21506J', '22710N', '23233W', '84755J', '22578A', '16161UB', '20724F', '20719E', '21746N', '22950F', '84945I', '84950I', '22713C', '21498M', '23326S', '21108Z', '22577B', '21232B', '22910D', '85099BJ', '16008I', '23215I', '21069U', '22909Z', '22992G', '22991T', '20725N', '22086O', '22834J', '22951B', '22741O', '22564D', '22383K', '21928E', '23207R', '22178V', '22356T', '21231K', '22560W', '22355U', '84946F', '20713F', '23378J', '22558H', '22227K', '85123AY', '21500P', '21499T', '23300F', '22493I', '11001M', '22614B', '23206T', '23078Y', '23076Z', '47556BE', '22775S', '72741B', '22772B', '20728Z', '85099CQ', '21936G']"
459936,"['21175V', '20668K', '22197J']"
259938,"['84992D', '21977R', '22489J', '22998M', '23268O', '22546L', '22536B', '22531M', '22540W', '22533C', '22273M', '22544C', '20971S', '22543G', '22710N', '22985B', '22534C', '21975B', '21135E', '84879M', '84929V', '22418R', '22951B', '84991R', '22336O', '22337H', '22335Z', '23275I', '21213V', '23270T', '22417M', '21212D', '72232C', '22158K', '21791H', '23345S', '84755J', '21980L', '22713C', '22030B', '16156SH', '22147L', '22712N', '22601T', '22045U', '22029R', '22629C', '22956D', '22983O', '23346H', '23327C', '21984W', '21497K', '23292K', '23293D', '21731V', '23280V', '21976M', '22111I', '21877C', '21873C', '21544W', '23232F', '23230A', '23205F', '23203B', '23167J', '21166I', '22491V', '21124F', '84836J', '82583N', '22561Z', '20724F', '84508AE', '20972O', '20974J']"
529065,"['21982Y', '22102P', '22103E', '21985C']"
209088,['84077K']
440856,['85099BJ']
18180,['22151L']
337167,"['85152E', '22727B', '22961C', '22457C', '23497Q', '23498F', '23552T']"
237168,['85123AY']
162828,"['22197J', '21977R', '21212D', '85099BJ', '85099FC', '21175V', '22386V', '20713F', '22759Z', '22629C', '84991R', '22630B', '22659F', '22379G', '22865Y', '22985B', '23203B', '84946F', '85099CQ', '21213V', '20724F', '21928E', '21121C', '84879M', '22866X', '71477B', '21787C', '23199M', '22178V', '21980L', '21975B', '22578A', '21929W', '22551F', '84755J', '21135E', '22950F', '22423U', '22961C', '22966E', '21498M', '22355U', '71459J', '22381J', '21181K', '22970T', '21931F', '22385P', '22791E', '21700U', '22411U', '22086O', '22130P', '22633V', '20725N', '23209X', '22910D', '22988D', '84988Y', '84978X', '84945I', '23202Z', '20712E', '23201S', '84947R', '21731V', '22610S', '21790Y']"
262827,['84077K']
427176,"['22727B', '22961C', '22457C', '23497Q', '23498F', '23552T', '85152E', '21977R', '21900A', '21899D', '21902W', '22469S', '22470E', '23177K', '23176Z', '23193C', '15036Z', '21791H', '21733F']"
307197,"['22065D', '23115D', '17003M', '21137F']"
497205,"['84879M', '84347V', '22998M', '22920I', '21915K', '22952P', '22086O', '22910D', '22130P', '22610S', '22950F', '22578A', '15034D', '21790Y', '84988Y', '23077P', '84950I', '21791H', '23203B', '23310X', '84508AE', '23215I', '23293D', '23171H', '22560W', '23297N', '20974J', '22991T', '21731V', '21891R', '84946F', '84978X', '22909Z', '71459J', '23570W', '22609U', '23571G', '22577B', '23230A', '23318Z', '23344R', '23378J', '11001M', '23201S', '21914B', '22996P', '21326V', '22992G', '22959R', '22158K', '22178V', '22741O', '22386V', '22659F', '22493I', '22595D', '23581R', '22561Z', '20668K', '84755J', '21135E']"
302787,['20668K']
402786,"['21135E', '15036Z', '82583N']"
387216,"['22151L', '22030B']"
112779,['84077K']
77229,['22616B']
22770,['21175V']
322767,"['62018W', '22952P', '22950F', '22909Z', '85099BJ', '23203B', '71477B', '22629C', '22411U', '22910D', '23209X', '22630B', '22386V', '22610S', '23199M', '20724F', '21928E', '22578A', '85099CQ']"
367236,['84212C']
132759,['21703M']
332757,"['22616B', '22197J']"
42750,"['21212D', '21175V']"
142749,"['22328M', '21871Y', '22130P', '21069U', '85099BJ', '22355U', '20724F', '22086O', '84978X', '22952P', '23077P', '22386V', '22178V', '22065D', '22578A', '20719E', '22910D', '21877C', '84946F', '23581R', '23570W', '21791H', '23201S', '85099FC', '21977R', '23571G']"
242748,"['85123AY', '16216D', '22610S', '22608F', '16045M', '22609U', '23293D', '23203B', '22065D', '84347V', '23295P', '85212R', '72232C', '22578A', '23297N', '22950F', '23294M', '22910D', '23296Z', '16218Y']"
147258,['22197J']
152739,"['21703M', '22693N']"
252738,"['23510V', '23507E']"
63729,['21829T']
263727,['22595D']
363726,['22151L']
326277,"['20724F', '22355U', '21135E', '20719E', '22492E', '82583N', '23204B', '22951B', '21166I', '22554P', '22178V', '20723U', '23206T', '22356T', '84755J', '22243L', '20725N', '22489J', '20712E', '22998M', '22030B', '21976M', '20728Z', '71459J', '23205F', '21731V', '22384W', '23209X', '21121C', '23121M', '22693N', '22029R', '82600H', '82580N', '22086O', '23076Z', '22491V', '22417M', '21975B', '22383K', '20726C', '22326L', '22908G', '72232C', '79321V', '21918L', '47566Y', '22273M', '22661W', '21124F', '62018W', '21931F', '35961N', '22630B', '23199M', '22189I', '22411U', '22027K', '23310X', '22558H', '85106U', '21080R', '21810L', '22741O', '21498M', '22467G', '22629C', '22382I', '21213V', '20727V', '22418R', '21326V', '21669G', '22804V', '84029EX', '22556N', '23230A', '23281Z', '22557Z', '23294M', '84991R', '21385E', '84692Z', '22956D', '21559P', '22616B', '22714G', '21509I', '23122S', '22147L', '21672A', '23119M', '21620I', '84929V', '22578A', '22560W', '22174M', '84949O', '20971S', '21174F', '21181K', '21232B', '21908X', '22466O', '84970SL', '75049LA', '22662G', '23293D', '22352Z', '22993E', '22551F', '22728B', '84836J', '23200Y', '23543B', '21507E', '23123F', '21915K', '22294U', '21891R', '20718A', '21874B', '22570W', '21668N', '22577B', '84987W', '20676O', '22399O', '85175B', '22114V', '23078Y', '21670S', '23240L', '23309L', '23307D', '21673M', '22111I', '22131I', '22333G', '82484O', '21917S', '23298Q', '20972O', '84978X', '22507V', '22726C', '85099CQ', '84596GP', '16237N', '84997DC', '22712N', '20685H', '21122K', '21238G', '22219N', '22791E', '22771L', '23077P', '22303W', '21481J', '21154F', '23245W', '48187N', '22077P', '21873C', '85150Z', '23290W', '22613A', '16219C', '21929W', '21930O', '21936G', '21169G', '23344R', '21218O', '21212D', '79323BM', '22984H', '22962X', '22331U', '22964E', '21889K', '22149E', '84380W', '22087E', '23297N', '22898W', '84029GV', '22555O', '23295P', '21078I', '84970LF', '21240N', '84945I', '22112V', '21499T', '22631M', '22301J', '22129R', '21485W', '15036Z', '84997CQ', '21479J', '23355Z', '21429E', '22996P', '22663L', '21231K', '22989L', '22090X', '20717I', '21390P', '20750C', '23207R', '22585G', '22075W', '23296Z', '23268O', '79030GK', '22041A', '22960K', '85049AF', '20677D', '21239K', '21916D', '21928E', '16161PA', '15056ND', '23322J', '21988M', '90057R', '21987U', '21394I', '23203B', '23202Z', '22297H', '23144I', '22969Z', '22910D', '84946F', '35970L', '22569R', '21136P', '23083I', '21068Y', '22300C', '22816Q', '22818I', '22302N', '21175V', '22304I', '22988D', '23155O', '21094A', '22792D', '22780U', '22567D', '22128V', '22779J', '23255L', '22028K', '22812G', '22966E', '22460J', '22817Z', '22895J', '22659F', '22419N', '23035A', '22772B', '22729W', '22024W', '22549T', '22579W', '22834J', '22568A', '22699D', '22774I', '22720A', '22188M', '23280V', '23254E', '22413V', '23284M', '23289K', '22961C', '22609U', '22711H', '23168M', '22245R', '23108J', '22899Q', '22035X', '21981M', '22614B', '22704P', '23308G', '22943F', '22666I', '48194E', '20675E', '82482D', '85099BJ', '82494LP', '82578R', '82582N', '21623S', '21242V', '20975Y', '21671K', '84508AE', '20979K', '84596BQ', '20992N', '21165F', '21035O', '48138T', '21785M', '21066X', '84997BG', '21070F', '23531S', '21523L', '21137F', '21934D', '21422L', '21937S', '21495P', '21914B', '21500P', '21508L', '40016U', '21932M', '48173CT', '21430A', '15056BLH', '48188P', '23351C', '22986P', '21704M', '84596FA', '23192L', '21717D', '48185J', '21164D', '23581R', '22814E', '22327P', '22994B', '22999A', '23208E', '22113T', '22505F', '21395V', '22855Q', '51014AW', '21399R', '22963K', '79000Z', '21558V', '22957K', '22955C', '37370Z', '23530G', '82581P', '22439F', '23158A', '51014CF', '23159Q', '22907C', '84375E', '22897R', '22967M', '21244H', '22997O', '16008I', '22637S', '21935J', '23256O', '23321O', '23319Q', '22722E', '16033Z', '23292K', '22553Q', '22706R', '23301G', '20674R', '22071O', '20974J', '22708V', '22668V', '21882L', '20679N', '23445C', '22025A', '22725X', '22645V', '22805C', '84947R', '23231J', '22088I', '23236J', '23238P', '21811V', '20711L', '21818Q', '22610S', '20984B', '22773H', '22652D', '20983Y', '21292J', '22716A', '21313C', '22398K', '22715M', '21156K', '22367K', '51014LS', '16259V', '22621P', '22992G', '15039A', '22329R', '10135P', '10133M', '22608F', '22432D', '22938X', '21243M', '85035CL', '22752G', '21172S', '22766P', '22501Q', '22851J', '20982C', '84536AK', '22508O', '22530D', '22534C', '22545H', '22561Z', '22819Q', '21098K', '22488P', '22893O', '84459AJ', '85049EP', '20969R', '22932Q', '22595D', '22423U', '22435K', '85049GC', '22740K', '22747N', '22464B', '21216B', '21211T', '21210C', '20977U', '22573R', '22815Y', '22644U', '23000P', '22055T', '23583L', '23171H', '22154A', '22156L', '23493H', '22046Q', '22045U', '22175U', '35095BN', '35610AZ', '21644N', '21879Z', '22037V', '23133S', '21880B', '21888F', '21621T', '22139Q', '23190S', '22227K', '21872C', '21819N', '22084R', '22083G', '23263V', '22098N', '22100W', '22110N', '22078R', '23535V', '21868Y', '23506M', '23002D', '23546H', '21714L', '22070Y', '22059M', '21700U', '23125Q', '21878P', '23300F', '21561W', '21933N', '23100G', '35953W', '21955E', '40001M', '40003X', '23082N', '21519A', '23354R', '47503AN', '23334M', '23032G', '47559BK', '21986A', '22328M', '23103F', '23320Z', '21578P', '23377A', '21907O', '37340T', '23306Z', '23399Y', '23114G', '22244X', '23247Z']"
226278,['17003M']
173718,"['16045M', '84347V']"
516285,['22197J']
416286,"['20668K', '21212D']"
113679,['21212D']
66339,"['17003M', '21829T']"
133659,['22616B']
333657,['21977R']
456345,['22595D']
56349,"['22492E', '21175V']"
243648,['22197J']
146358,['23084M']
253638,['84077K']
